gene index	a_n	m	resub	bresub
[189]	[0.0075]	-0.4187	0.6000	0.4645
[190]	[0.0093]	-0.4882	0.2667	0.2445
[191]	[0.0195]	-0.9359	0.2000	0.2971
[192]	[0.0196]	-0.5327	0.2000	0.1870
[193]	[-0.0024]	0.2191	0.4000	0.4037
[194]	[-0.0302]	0.9536	0.2667	0.3041
[195]	[-0.0746]	3.1605	0.4000	0.3358
[196]	[-0.0184]	0.6831	0.3333	0.3453
[197]	[0.1070]	-3.1342	0.2667	0.1625
[198]	[0.0196]	-1.9941	0.2667	0.3368
[199]	[-0.0040]	0.3884	0.4667	0.4345
[200]	[0.0214]	-0.2797	0.3333	0.2699
[201]	[0.0083]	-1.8772	0.3333	0.2806
[202]	[0.0044]	-0.4278	0.4000	0.3381
[203]	[0.0106]	-0.4872	0.4000	0.4512
[204]	[0.0145]	-2.4229	0.1333	0.1560
[205]	[0.0078]	-0.1850	0.1333	0.2128
[206]	[-0.0038]	0.5168	0.3333	0.2655
[207]	[0.0112]	-0.1604	0.3333	0.3261
[208]	[-0.0030]	0.1921	0.4667	0.4753
[209]	[0.0093]	-2.1664	0.2000	0.2444
[210]	[0.0157]	-0.6052	0.4000	0.4238
[211]	[0.0200]	-1.1054	0.2667	0.2780
[212]	[0.0007]	-0.2490	0.6000	0.4888
[213]	[0.0004]	-0.2774	0.2667	0.2069
[214]	[0.0056]	-0.2028	0.2667	0.2173
[215]	[-0.0313]	1.5130	0.1333	0.2503
[216]	[-0.0081]	0.5881	0.4000	0.3770
[217]	[0.0148]	-1.1113	0.1333	0.1610
[218]	[0.0026]	-0.5422	0.3333	0.2860
[219]	[-0.0176]	1.0818	0.4667	0.4619
[220]	[0.0118]	-0.5436	0.4000	0.4297
[221]	[-0.0230]	1.4067	0.3333	0.3448
[222]	[-0.0079]	1.0726	0.2667	0.2239
[223]	[0.0020]	-0.4450	0.2000	0.1941
[224]	[-0.0095]	0.5644	0.4667	0.4248
[225]	[0.0070]	-0.0079	0.4000	0.4249
[226]	[0.0206]	-0.6428	0.2667	0.1897
[227]	[0.0516]	-3.0129	0.2000	0.2261
[228]	[0.0085]	-0.3487	0.3333	0.3890
[229]	[-0.0031]	0.4009	0.4667	0.4404
[230]	[0.0105]	-0.7385	0.2667	0.2788
[231]	[0.0056]	-0.1424	0.4000	0.4234
[232]	[0.0087]	-0.0858	0.3333	0.3789
[233]	[0.0066]	-1.4426	0.4000	0.3868
[234]	[0.0024]	-0.0195	0.4667	0.4961
[235]	[0.0191]	-1.7231	0.3333	0.3092
[236]	[-0.0299]	1.9504	0.2667	0.3339
[237]	[0.0140]	-0.7618	0.3333	0.3537
[238]	[-0.0127]	0.7379	0.4000	0.4098
[239]	[0.0573]	-0.8135	0.4000	0.3129
[240]	[-0.0087]	0.6953	0.4667	0.4109
[241]	[0.0007]	-0.2120	0.2667	0.2114
[242]	[0.0115]	-0.5357	0.3333	0.3657
[243]	[-0.0052]	0.3297	0.4000	0.4454
[244]	[0.0255]	-0.8085	0.3333	0.3362
[245]	[0.0558]	-2.3543	0.1333	0.1210
[246]	[0.0156]	-0.2121	0.4000	0.3879
[247]	[-0.0085]	0.3357	0.4000	0.3316
[248]	[-0.0034]	0.2930	0.4667	0.4431
[249]	[-0.0000]	0.2628	0.5333	0.4815
[250]	[-0.0017]	0.2082	0.4667	0.4670
[251]	[-0.0128]	1.8893	0.2000	0.1830
[252]	[-0.0276]	0.9691	0.3333	0.3362
[253]	[0.0071]	-0.0882	0.4667	0.4611
[254]	[0.0124]	-0.5860	0.4667	0.4439
[255]	[0.0148]	-0.2144	0.4000	0.2737
[256]	[0.0139]	-0.2681	0.4000	0.4178
[257]	[-0.0072]	0.3135	0.3333	0.3376
[258]	[0.0052]	-0.0059	0.3333	0.3988
[259]	[-0.0204]	0.8596	0.3333	0.3527
[260]	[0.0006]	-3.8079	0.0000	0.1217
[261]	[0.0108]	-1.2508	0.4000	0.3994
[262]	[-0.0253]	1.4552	0.2667	0.2949
[263]	[-0.0049]	0.3163	0.5333	0.4702
[264]	[-0.0176]	5.9633	0.1333	0.1651
[265]	[0.0034]	-0.2122	0.6000	0.5312
[266]	[0.0114]	-0.2503	0.2667	0.2112
[267]	[0.0057]	-0.7859	0.4000	0.3994
[268]	[0.0087]	-1.7165	0.4667	0.3894
[269]	[0.0485]	-0.6933	0.3333	0.3246
[270]	[-0.0222]	0.8879	0.3333	0.3569
