gene index	a_n	m	resub	bresub
[7,324,372]	[-0.0220  0.0077  0.0120]	-11.3713	0.0435	0.0462
[7,325,372]	[-0.0220  -0.0065  0.0123]	-10.8154	0.0435	0.0406
[7,327,372]	[-0.0219  0.0048  0.0123]	-11.4195	0.0435	0.0424
[7,329,372]	[-0.0206  0.0130  0.0115]	-11.0444	0.0435	0.0405
[7,330,372]	[-0.0216  0.0171  0.0125]	-12.3668	0.0435	0.0478
[7,331,372]	[-0.0217  0.0130  0.0122]	-11.1859	0.0435	0.0452
[7,332,372]	[-0.0218  0.0000  0.0122]	-10.9500	0.0435	0.0449
[7,333,372]	[-0.0213  -0.0077  0.0129]	-11.0615	0.0435	0.0441
[7,337,372]	[-0.0172  -0.0138  0.0148]	-11.5993	0.0435	0.0373
[7,339,372]	[-0.0218  -0.0028  0.0123]	-10.9223	0.0435	0.0405
[7,347,372]	[-0.0242  0.0040  0.0124]	-11.1501	0.0435	0.0477
[7,351,372]	[-0.0223  -0.0083  0.0122]	-10.5189	0.0435	0.0435
[7,354,372]	[-0.0216  0.0033  0.0125]	-11.6427	0.0435	0.0496
[7,356,372]	[-0.0159  -0.0233  0.0158]	-11.4353	0.0000	0.0355
[7,358,372]	[-0.0214  -0.0137  0.0125]	-10.7581	0.0435	0.0454
[7,360,372]	[-0.0228  0.0125  0.0124]	-11.9324	0.0435	0.0495
[7,361,372]	[-0.0219  -0.0107  0.0124]	-10.9498	0.0435	0.0435
[7,363,372]	[-0.0215  0.0067  0.0123]	-11.3807	0.0435	0.0433
[7,364,372]	[-0.0210  0.0045  0.0123]	-11.7071	0.0000	0.0406
[7,366,372]	[-0.0236  0.0119  0.0124]	-11.9574	0.0435	0.0478
[7,368,372]	[-0.0214  -0.0067  0.0122]	-10.8408	0.0435	0.0414
[7,370,372]	[-0.0219  0.0159  0.0122]	-11.1935	0.0435	0.0484
[7,372,375]	[-0.0209  0.0124  -0.0111]	-10.7701	0.0000	0.0415
[7,372,378]	[-0.0216  0.0124  0.0032]	-11.3616	0.0435	0.0463
[7,372,380]	[-0.0205  0.0129  0.0112]	-13.1047	0.0000	0.0393
[7,372,381]	[-0.0218  0.0123  0.0013]	-11.1762	0.0435	0.0474
[7,372,382]	[-0.0214  0.0131  -0.0157]	-10.8450	0.0435	0.0443
[7,372,384]	[-0.0217  0.0124  0.0051]	-11.5465	0.0435	0.0459
[7,372,385]	[-0.0218  0.0122  0.0009]	-10.9774	0.0435	0.0425
[7,372,386]	[-0.0182  0.0123  -0.0119]	-10.8842	0.0435	0.0411
[7,372,387]	[-0.0214  0.0124  -0.0095]	-11.0447	0.0435	0.0410
