"","ACKG.292","ACKG.339","ACKG.348","ACKG.354","ACKG.382","ACKG.396","ACKG.397","ACKG.415","ACKG.416","ACKG.419","ACKG.420","ACKG.426","ACKG.433","ACKG.435","ACKG.440","HACKG.182","HACKG.185","HACKG.251","HACKG.271","HACKG.282","HACKG.306","HACKG.307","HACKG.320","HACKG.321","HACKG.328","HACKG.331","HACKG.342","HACKG.344","HACKG.353","HACKG.356","HACKG.358","HACKG.364","HACKG.367","HACKG.389","HACKG.395","HACKG.396","HACKG.417","HACKG.419"
"ENSMUSG00000004530",0,4,2,3,6,5,2,3,3,1,2,5,1,0,2,1,5,2,2,3,4,3,7,8,2,3,4,5,1,14,11,8,4,2,2,4,14,0
"ENSMUSG00000004535",35,36,17,62,85,20,44,75,22,40,52,45,55,25,31,85,52,72,118,17,38,74,33,46,10,41,41,50,49,31,19,14,129,26,35,35,16,34
"ENSMUSG00000004558",5,8,4,7,6,9,6,5,3,13,7,0,4,5,4,4,1,6,0,3,4,6,2,8,0,3,4,6,6,0,2,3,4,0,4,2,2,11
"ENSMUSG00000004562",0,4,2,2,3,32,2,0,6,1,0,9,14,0,7,1,3,1,0,9,0,1,3,13,15,21,0,0,1,9,2,8,0,0,0,4,4,2
"ENSMUSG00000004567",3,10,0,7,3,0,4,2,0,9,0,4,5,0,0,2,1,5,0,0,4,5,0,0,2,0,2,5,0,0,4,8,4,0,4,0,0,6
"ENSMUSG00000004591",35,20,24,32,36,9,46,43,10,11,43,42,56,43,35,35,42,41,46,35,26,34,35,44,5,40,27,33,51,17,42,17,68,24,31,44,20,44
"ENSMUSG00000004631",1,4,8,3,0,7,1,0,13,0,14,13,3,7,4,3,4,2,1,6,2,1,14,6,7,5,2,0,4,9,9,8,1,5,0,2,2,1
"ENSMUSG00000004668",4,32,26,5,1,9,14,1,80,24,18,78,41,65,15,3,26,4,4,20,16,32,65,85,0,8,46,5,12,34,28,8,0,12,42,13,52,5
"ENSMUSG00000004698",3,4,17,2,0,9,2,1,22,4,2,7,8,5,5,5,8,2,1,9,2,0,12,4,10,0,7,1,7,17,8,6,1,5,42,4,6,1
"ENSMUSG00000004709",1,0,2,2,2,0,1,2,0,1,0,0,3,0,1,15,1,4,2,0,2,3,3,2,10,0,0,1,0,3,2,0,8,0,0,0,6,0
"ENSMUSG00000004771",4,4,6,2,12,0,2,5,6,9,5,4,10,0,10,3,4,6,8,0,10,7,3,6,12,11,5,0,9,6,0,3,4,0,0,0,4,4
"ENSMUSG00000004789",6,4,4,15,7,0,3,7,6,1,2,0,4,0,5,3,1,4,5,0,8,3,9,2,17,6,11,10,7,6,8,3,4,5,13,4,2,6
"ENSMUSG00000004842",3,10,2,3,2,7,10,8,10,6,4,0,0,5,2,1,4,1,8,3,0,7,0,4,10,0,0,4,1,3,15,3,2,10,7,15,0,2
"ENSMUSG00000004843",33,45,11,40,37,45,24,30,0,19,5,15,17,16,27,19,18,34,13,0,28,44,14,31,10,13,19,13,19,0,6,28,23,10,15,17,16,25
"ENSMUSG00000004849",5,8,4,3,9,0,6,8,10,9,0,11,1,5,2,3,4,14,0,0,0,4,0,0,5,5,0,2,0,0,0,0,4,0,0,4,0,2
"ENSMUSG00000004865",8,10,6,13,9,5,14,9,10,6,4,2,6,0,16,9,14,7,17,12,14,8,2,2,15,6,16,17,16,9,13,3,11,12,11,11,4,0
"ENSMUSG00000004880",1,2,0,0,1,5,2,5,3,7,5,0,4,9,8,10,3,1,3,0,4,2,9,0,15,5,0,4,0,3,6,3,3,2,0,0,0,1
"ENSMUSG00000004895",0,4,2,0,6,0,6,2,0,1,0,7,0,5,4,1,5,2,1,0,2,1,2,0,0,0,0,4,3,0,2,0,2,0,4,7,2,9
"ENSMUSG00000004897",13,14,15,7,19,11,10,26,0,3,36,25,8,5,19,25,21,18,12,26,4,22,10,10,7,14,4,10,27,0,11,11,10,17,9,9,8,12
"ENSMUSG00000004936",4,0,2,0,8,2,2,3,0,0,0,0,0,0,5,3,2,5,0,0,14,3,0,2,0,0,2,6,0,6,0,0,3,0,0,0,6,0
"ENSMUSG00000004980",16,30,34,13,30,29,32,24,13,16,9,13,32,14,22,34,40,32,23,14,16,23,16,8,29,10,32,26,19,14,15,20,28,10,20,13,10,35
"ENSMUSG00000005034",10,24,13,35,6,23,10,9,38,16,28,24,9,9,8,2,19,7,14,23,26,4,14,12,17,13,9,7,23,20,25,20,6,5,20,13,16,19
"ENSMUSG00000005087",9,6,2,5,19,14,6,94,3,14,0,4,18,9,36,259,22,70,3,6,0,21,28,8,2,43,9,0,13,0,13,0,45,0,4,0,54,7
"ENSMUSG00000005103",11,6,0,17,25,14,6,4,19,9,11,15,9,0,13,6,1,5,4,9,10,4,7,6,29,13,9,7,4,11,8,8,4,7,24,17,12,11
"ENSMUSG00000005125",9,16,6,7,42,7,12,22,10,6,5,22,14,20,21,24,22,19,20,6,14,25,9,31,15,33,7,11,12,20,0,8,30,5,13,11,24,0
"ENSMUSG00000005148",14,4,11,10,24,0,15,7,3,3,32,9,8,20,34,8,12,9,9,3,6,12,12,31,10,5,7,20,36,0,9,0,3,26,7,20,20,14
"ENSMUSG00000005233",0,4,0,2,1,5,1,5,16,9,2,2,9,5,7,2,2,2,8,20,2,2,7,13,0,6,9,0,9,3,0,6,8,2,0,0,4,0
"ENSMUSG00000005262",5,0,6,0,6,0,8,7,10,3,7,4,8,2,2,9,2,3,4,6,0,4,3,2,2,2,4,2,0,0,0,14,7,0,0,4,6,1
"ENSMUSG00000005268",10,8,68,7,1,9,6,3,0,3,18,4,3,29,10,3,6,7,22,9,8,6,10,8,5,3,11,2,12,26,30,14,2,7,24,24,10,2
"ENSMUSG00000005299",5,4,8,2,5,0,10,4,10,6,2,0,1,9,0,4,11,9,1,17,4,5,2,4,12,3,0,11,6,0,11,0,3,5,2,4,4,7
"ENSMUSG00000005360",1,4,0,3,0,2,1,0,29,3,2,200,10,0,0,1,2,1,0,12,0,1,2,0,2,48,0,0,0,0,0,95,1,0,2,2,2,0
"ENSMUSG00000005362",3,0,6,0,6,0,2,7,3,1,0,0,3,0,6,0,3,4,4,14,0,3,2,2,7,2,0,1,4,0,9,3,1,0,7,7,8,1
"ENSMUSG00000005371",33,34,45,7,92,29,68,76,6,74,12,18,49,14,29,143,61,94,30,9,38,42,31,13,2,13,11,64,7,0,17,25,68,14,33,9,36,46
"ENSMUSG00000005417",23,8,0,10,4,0,4,5,3,3,2,4,1,7,6,2,0,6,1,3,4,1,2,2,5,0,4,0,3,6,0,3,3,10,0,2,14,12
"ENSMUSG00000005501",5,2,2,2,4,5,2,4,16,1,9,4,5,2,5,2,4,2,13,9,4,0,2,6,5,3,5,8,4,17,6,0,6,5,4,0,4,6
"ENSMUSG00000005506",40,24,23,17,35,5,36,33,19,21,23,24,29,38,17,29,16,31,29,17,16,37,30,27,25,25,23,26,36,31,23,36,25,48,4,22,30,31
"ENSMUSG00000005514",3,4,0,10,12,9,2,7,0,10,2,4,5,0,7,20,4,9,12,0,2,14,14,0,5,2,5,4,3,0,2,0,6,0,2,0,4,1
"ENSMUSG00000005533",4,4,4,3,5,0,5,9,3,3,0,0,5,2,2,40,3,7,5,12,6,2,12,0,10,6,7,2,6,0,15,0,13,0,2,0,16,5
"ENSMUSG00000005534",10,12,4,13,9,14,6,8,13,1,21,13,3,2,5,7,7,5,7,23,2,11,0,17,17,11,4,11,10,6,9,20,6,17,13,2,2,12
"ENSMUSG00000005583",36,22,111,64,2,48,14,8,73,29,50,40,15,56,45,17,42,12,37,23,50,10,61,35,76,33,37,23,19,103,40,17,11,14,44,80,56,11
"ENSMUSG00000005609",10,8,9,17,22,5,12,15,6,17,9,15,13,14,8,10,10,8,20,26,4,19,5,15,22,5,5,15,23,0,2,0,22,0,9,4,4,21
"ENSMUSG00000005610",24,8,34,18,32,16,9,21,6,13,16,2,4,0,6,15,11,8,10,3,20,25,3,15,5,8,25,15,3,9,6,6,18,7,20,9,16,9
"ENSMUSG00000005615",1,2,0,3,3,0,5,5,0,1,0,2,5,0,1,5,2,3,0,0,0,1,0,4,0,3,4,6,0,0,0,6,6,5,9,2,4,5
"ENSMUSG00000005625",11,4,4,12,31,9,15,14,0,14,4,13,9,5,15,19,14,15,13,14,12,26,17,4,5,22,7,18,7,6,0,11,14,5,7,17,8,14
"ENSMUSG00000005667",0,0,2,0,1,0,1,1,0,0,0,0,3,0,2,3,0,1,2,0,0,1,12,13,0,0,0,0,3,0,0,0,46,0,7,0,0,0
"ENSMUSG00000005683",10,4,9,5,3,5,4,2,3,6,0,0,3,14,7,0,1,5,9,0,4,5,7,8,7,8,5,6,4,0,6,11,3,14,4,2,0,8
"ENSMUSG00000005698",8,0,8,17,13,11,13,17,3,9,14,20,14,16,12,18,15,16,12,6,0,9,14,8,2,19,14,18,7,6,13,0,17,0,2,20,16,8
"ENSMUSG00000005802",8,6,0,5,4,11,7,2,0,11,2,4,10,5,0,3,2,5,5,0,0,8,12,0,0,11,12,1,0,3,8,0,7,0,2,2,2,0
"ENSMUSG00000005823",3,4,8,7,27,0,9,15,0,9,0,7,9,0,2,11,8,17,4,0,28,5,7,8,0,6,0,19,9,6,4,0,10,0,7,4,12,15
"ENSMUSG00000005836",5,0,6,5,2,7,3,11,0,6,2,0,0,5,7,2,3,4,2,6,22,5,0,12,2,0,9,7,6,0,0,0,6,7,0,2,0,4
"ENSMUSG00000005871",26,18,8,18,16,20,24,21,3,19,18,25,31,7,13,24,12,21,20,17,4,21,21,21,7,22,21,15,29,23,19,8,36,24,13,0,14,17
"ENSMUSG00000005886",0,4,0,10,3,5,3,5,13,0,7,4,3,9,0,3,7,3,4,9,0,1,7,4,5,3,12,5,1,0,11,11,1,5,4,0,2,2
"ENSMUSG00000005893",10,8,2,3,3,2,4,2,19,4,4,2,3,14,2,2,2,1,0,9,0,5,3,0,7,6,4,2,3,3,0,0,4,5,7,0,2,5
"ENSMUSG00000005958",21,4,8,3,37,5,7,8,0,30,2,2,3,0,15,6,1,11,9,3,6,15,12,8,5,0,7,34,0,0,4,0,16,0,0,0,8,25
"ENSMUSG00000005968",3,0,0,12,9,0,2,7,0,3,5,5,1,5,6,2,1,3,7,3,0,4,0,0,5,2,0,2,9,0,4,3,4,2,0,0,6,0
"ENSMUSG00000005980",40,43,199,141,5,48,25,20,73,53,55,76,40,59,100,12,53,15,118,86,90,7,230,83,98,54,53,25,56,243,62,59,26,48,125,181,161,21
"ENSMUSG00000006005",14,10,23,12,21,16,38,21,16,13,28,18,33,29,6,31,25,28,24,14,6,26,31,29,17,19,37,46,20,3,28,14,44,17,2,9,34,26
"ENSMUSG00000006154",0,2,0,0,8,5,3,7,0,1,0,7,4,2,11,2,4,5,4,0,0,3,0,4,2,3,0,4,14,0,4,0,3,0,2,4,2,2
"ENSMUSG00000006169",26,36,47,39,66,39,31,49,54,26,41,45,45,43,50,57,23,32,37,63,16,46,24,19,138,45,64,42,65,77,45,31,40,19,52,13,48,53
"ENSMUSG00000006262",5,12,4,5,4,11,6,4,0,19,4,4,15,9,4,2,3,5,10,6,4,2,7,10,20,5,7,7,4,9,11,8,2,0,2,4,2,9
"ENSMUSG00000006273",9,8,0,3,22,9,9,9,0,0,5,4,14,7,10,10,14,23,8,6,10,16,12,8,2,10,2,4,3,6,8,11,11,0,13,2,12,9
"ENSMUSG00000006281",3,0,2,0,5,0,3,4,3,9,5,0,1,2,5,3,2,6,2,0,0,2,0,0,0,0,4,7,0,6,0,3,3,0,13,0,4,1
"ENSMUSG00000006299",6,6,11,8,13,5,6,5,6,7,11,9,4,7,7,9,16,10,4,0,4,10,3,15,7,2,14,8,6,0,8,0,7,7,0,13,0,4
"ENSMUSG00000006301",15,10,13,20,12,5,15,10,3,11,5,16,15,0,22,8,16,12,19,0,22,14,14,6,5,14,16,21,14,14,19,3,11,5,37,15,20,7
"ENSMUSG00000006304",69,67,23,77,134,75,66,69,32,56,100,49,59,41,75,124,50,71,50,26,84,71,40,90,12,80,57,32,72,23,43,25,66,12,37,26,50,20
"ENSMUSG00000006307",3,2,2,0,11,11,8,2,0,9,5,2,0,7,8,6,3,1,8,3,0,6,5,8,7,3,0,1,1,3,6,0,3,2,4,9,0,5
"ENSMUSG00000006333",8,12,2,5,34,11,10,18,0,14,0,9,9,9,16,56,29,63,10,9,18,9,5,8,0,6,7,19,4,11,19,8,31,5,11,2,12,9
"ENSMUSG00000006360",3,4,0,0,13,0,2,8,6,0,0,4,4,7,16,5,3,10,1,0,2,8,10,8,0,2,16,5,0,6,6,31,5,0,2,4,0,4
"ENSMUSG00000006373",9,18,11,7,34,16,19,24,22,10,2,2,6,2,13,9,14,27,5,6,22,16,2,4,5,11,11,13,6,9,4,8,10,0,31,7,22,21
"ENSMUSG00000006423",11,4,105,7,1,141,19,2,0,0,5,7,0,92,13,5,2,1,36,0,2,2,2,2,2,0,0,2,4,20,17,0,2,17,17,52,6,0
"ENSMUSG00000006574",1,0,2,0,2,2,1,1,0,0,0,0,0,0,4,8,1,0,0,0,0,2,23,50,2,11,2,0,0,0,2,3,98,0,0,2,8,0
"ENSMUSG00000006586",1,2,8,3,1,0,3,0,10,0,0,0,4,0,2,0,1,2,1,6,0,0,3,2,5,2,0,0,3,3,2,0,0,17,4,41,14,94
"ENSMUSG00000006599",1,4,0,0,7,0,6,5,0,1,0,5,3,0,2,5,1,4,2,0,0,4,3,4,0,3,0,4,6,0,0,0,4,0,0,4,2,6
"ENSMUSG00000006676",0,12,4,2,4,9,2,0,0,3,0,5,3,0,2,2,1,3,2,0,2,0,5,15,0,3,0,2,1,14,6,0,1,0,0,4,6,2
"ENSMUSG00000006699",26,12,26,8,21,25,8,9,10,9,5,7,4,9,13,38,12,18,16,3,24,21,9,6,10,25,9,13,14,17,8,6,16,5,11,13,14,14
"ENSMUSG00000006740",21,20,0,27,22,25,37,31,13,17,12,20,26,23,10,54,40,34,36,12,10,35,16,19,15,24,34,12,23,11,11,11,33,7,31,33,26,24
"ENSMUSG00000006906",4,0,0,3,3,11,5,2,26,0,2,4,3,5,4,3,3,3,3,6,0,2,2,2,2,2,2,4,4,11,0,0,2,0,2,0,0,0
"ENSMUSG00000006920",3,0,2,2,5,0,8,4,3,1,4,4,4,7,4,2,3,4,10,26,0,4,0,2,5,2,2,2,3,3,2,8,1,5,4,2,2,2
"ENSMUSG00000006932",19,18,9,10,18,18,19,25,10,10,21,13,32,29,33,22,14,10,59,32,12,25,23,23,0,27,30,12,59,0,17,0,21,34,2,4,30,12
"ENSMUSG00000007038",5,8,2,10,9,0,7,8,6,9,0,4,14,0,1,10,4,8,9,6,6,5,14,15,0,18,7,7,0,0,0,6,8,12,0,4,4,9
"ENSMUSG00000007041",3,16,4,0,19,7,3,12,26,11,0,0,5,5,0,14,14,15,11,6,10,5,0,8,0,5,5,5,0,3,4,6,8,5,4,9,4,6
"ENSMUSG00000007097",4,4,111,18,1,7,0,1,19,43,50,24,5,155,10,0,1,0,0,0,0,2,0,0,2,2,4,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000007411",10,6,6,12,7,14,11,14,0,4,12,5,3,7,4,5,6,6,12,12,4,9,16,10,2,6,7,12,10,6,9,0,8,14,0,15,8,12
"ENSMUSG00000007415",3,0,0,7,4,0,5,8,0,0,16,18,4,5,8,7,3,6,2,9,4,8,0,8,5,0,9,1,7,3,2,6,4,0,9,2,12,6
"ENSMUSG00000007458",1,0,0,0,5,2,1,7,0,4,0,0,3,0,0,6,2,8,4,0,8,4,3,0,2,0,4,5,0,6,0,0,7,0,4,0,0,0
"ENSMUSG00000007617",4,12,9,3,3,9,5,7,13,3,4,4,12,0,10,18,7,18,8,3,6,2,14,12,2,8,16,6,3,17,13,0,1,10,7,4,32,2
"ENSMUSG00000007656",36,0,21,22,54,2,27,27,19,24,0,16,9,7,11,28,23,35,19,6,38,36,9,6,10,18,12,37,23,20,9,14,26,5,0,11,8,53
"ENSMUSG00000007670",8,6,0,18,13,2,6,12,0,7,2,5,0,14,5,7,15,6,5,17,4,12,5,8,2,5,9,10,10,0,11,6,8,2,0,13,0,1
"ENSMUSG00000007812",0,2,4,7,1,0,8,1,3,4,4,7,8,16,4,0,3,1,0,6,10,6,12,15,0,0,5,0,3,11,11,3,1,7,0,0,6,1
"ENSMUSG00000007815",9,6,8,22,39,5,21,28,10,9,14,7,23,27,45,30,25,14,20,6,16,29,19,6,10,25,7,31,12,9,11,6,9,24,13,24,18,12
"ENSMUSG00000007817",26,16,11,12,22,41,20,19,6,13,23,25,20,9,19,14,9,21,17,20,16,22,23,2,20,33,18,15,9,31,13,11,33,10,13,11,22,13
"ENSMUSG00000007836",10,4,23,3,21,5,13,17,0,7,5,5,4,0,10,16,18,22,5,6,14,9,5,4,7,5,2,15,7,3,9,14,21,2,4,15,6,31
"ENSMUSG00000007837",18,20,0,0,47,5,17,14,6,16,11,11,12,23,13,14,5,20,10,0,6,15,0,4,0,3,4,7,3,6,8,11,16,0,13,0,2,5
"ENSMUSG00000007850",5,2,0,7,7,2,7,9,0,10,0,7,6,7,2,7,3,6,3,0,0,5,9,0,2,6,0,5,4,0,2,6,11,2,0,13,6,18
"ENSMUSG00000007892",0,2,8,13,28,0,8,8,6,3,7,0,3,7,2,9,3,11,14,6,2,4,7,8,0,8,0,1,6,6,4,0,12,5,0,4,0,2
"ENSMUSG00000007989",4,6,4,0,0,23,2,1,6,3,7,5,10,5,1,2,6,1,0,9,8,0,2,0,15,5,4,0,6,0,9,6,4,2,0,0,4,0
"ENSMUSG00000008200",4,14,8,7,19,9,6,6,3,11,11,18,10,9,12,14,10,12,20,9,6,10,9,10,10,8,9,13,10,6,11,0,20,10,9,9,12,6
"ENSMUSG00000008206",10,2,11,7,6,5,7,9,3,9,16,15,5,7,12,1,8,7,10,6,0,29,0,12,0,6,14,14,13,3,4,6,4,38,4,0,0,22
"ENSMUSG00000008305",6,2,4,7,6,2,3,6,0,3,0,0,4,2,1,5,2,3,2,9,14,1,9,0,12,3,0,2,3,0,4,0,1,0,0,0,0,2
"ENSMUSG00000008333",5,4,4,10,5,0,12,5,0,4,4,4,4,14,6,10,9,6,2,0,4,11,2,10,0,5,0,7,7,0,6,6,1,10,11,11,4,5
"ENSMUSG00000008348",53,53,26,2,89,18,56,40,6,82,7,18,13,27,29,24,49,28,34,9,62,19,17,6,2,27,12,30,9,29,8,17,33,2,55,11,16,44
"ENSMUSG00000008475",26,18,0,29,31,2,9,46,16,17,9,20,22,9,16,42,25,49,20,3,18,27,17,13,2,25,21,12,16,20,19,17,30,7,4,0,6,33
"ENSMUSG00000008575",1,6,2,3,5,2,8,3,6,4,11,5,12,14,8,3,25,5,5,0,0,4,2,10,12,10,5,2,13,9,6,17,8,10,4,15,4,4
"ENSMUSG00000008730",8,12,4,72,7,34,9,13,0,10,21,11,13,2,4,15,7,11,12,17,2,9,24,44,22,8,5,6,6,11,9,17,36,0,2,20,26,7
"ENSMUSG00000008763",3,16,17,15,12,9,13,21,6,7,28,15,31,27,19,13,7,16,16,14,4,26,9,25,12,18,4,33,6,11,0,14,20,34,9,11,18,14
"ENSMUSG00000008859",5,10,4,7,31,2,6,7,3,1,4,15,1,5,16,21,14,17,10,6,8,16,3,0,2,2,7,11,14,3,11,17,3,7,11,4,4,15
"ENSMUSG00000008892",1,6,13,5,2,2,5,7,0,9,23,4,1,5,11,2,3,1,5,12,4,4,7,4,10,6,7,20,4,0,0,3,3,12,0,7,4,2
"ENSMUSG00000008976",0,2,13,8,2,14,4,4,0,4,4,2,1,2,6,3,5,4,8,6,0,4,9,0,10,5,4,1,12,14,8,3,1,0,0,17,8,1
"ENSMUSG00000009013",8,0,0,3,5,0,0,1,3,3,0,2,1,0,2,4,2,6,4,3,8,3,0,0,0,6,0,0,4,0,4,0,2,5,0,0,2,2
"ENSMUSG00000009047",35,4,9,10,0,7,13,8,3,13,43,18,8,18,12,1,12,3,0,3,10,12,7,15,0,0,2,53,6,3,6,6,0,12,46,22,6,7
"ENSMUSG00000009079",6,6,0,2,3,14,1,3,13,4,2,2,0,5,4,4,12,3,3,0,0,0,9,0,0,0,4,4,0,6,4,0,4,2,0,2,0,7
"ENSMUSG00000009090",1,4,6,8,5,0,1,4,0,3,5,2,1,0,2,3,3,3,0,9,14,1,5,0,0,0,2,2,0,0,0,3,5,0,0,2,8,6
"ENSMUSG00000009207",4,4,6,8,3,5,3,4,13,3,0,2,10,0,4,2,5,4,0,6,2,2,0,13,10,3,4,2,6,3,23,3,3,2,4,7,12,6
"ENSMUSG00000009291",1,4,0,2,7,5,5,4,6,3,4,4,8,5,4,3,1,3,0,0,0,4,0,4,0,2,4,2,0,0,0,0,4,7,0,2,0,1
"ENSMUSG00000009292",1,4,6,0,1,0,0,4,3,6,0,0,1,2,0,22,1,9,0,0,8,2,7,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0
"ENSMUSG00000009376",0,2,0,3,3,11,3,5,0,4,4,0,0,0,2,3,1,3,5,3,2,5,2,0,0,8,12,0,0,3,9,3,8,5,0,4,6,5
"ENSMUSG00000009470",8,10,6,5,10,14,10,8,6,6,9,4,1,7,11,3,5,10,5,0,4,7,9,4,5,2,5,11,9,0,13,20,2,10,0,0,2,9
"ENSMUSG00000009575",13,0,15,3,17,9,4,7,0,1,9,0,1,16,7,9,8,7,2,3,0,2,17,10,7,2,0,13,1,3,2,3,7,5,2,4,6,7
"ENSMUSG00000009628",0,2,6,5,1,7,0,1,3,1,2,7,3,5,0,2,12,4,1,0,4,0,7,6,7,5,4,1,3,9,4,0,1,19,2,0,8,1
"ENSMUSG00000009647",13,4,4,12,12,36,17,15,0,11,18,16,10,18,19,6,7,11,8,12,8,10,5,8,10,13,11,4,4,14,2,0,5,10,4,2,8,7
"ENSMUSG00000009741",4,4,6,13,2,5,4,4,0,4,9,4,4,0,1,5,4,2,5,0,4,9,7,4,10,6,0,1,6,3,4,3,3,7,2,0,4,8
"ENSMUSG00000009772",4,4,4,0,2,0,3,7,3,3,7,4,8,5,24,13,3,4,3,6,4,2,3,2,5,0,4,1,17,6,2,0,9,0,0,9,2,7
"ENSMUSG00000009828",9,4,21,8,13,5,9,13,6,0,11,4,5,2,18,5,3,9,9,3,4,16,7,12,0,21,9,10,13,3,9,0,10,2,4,0,14,9
"ENSMUSG00000009905",19,4,24,3,23,0,30,7,0,21,4,15,1,11,24,9,14,11,4,3,22,21,0,4,2,5,7,34,10,3,9,17,8,0,22,11,0,29
"ENSMUSG00000009907",18,12,4,15,35,9,16,24,3,20,12,13,19,11,11,38,23,31,41,6,6,25,17,2,0,3,21,10,12,9,2,11,11,7,15,24,14,14
"ENSMUSG00000009995",3,8,0,2,3,7,4,1,10,3,14,11,6,0,0,2,1,3,4,6,8,3,0,0,5,3,4,2,3,0,0,0,1,0,0,0,8,0
"ENSMUSG00000010175",0,14,2,5,5,125,30,7,13,46,2,31,83,27,51,1,3,3,3,0,14,2,28,21,17,29,48,4,62,0,15,8,18,12,9,28,4,1
"ENSMUSG00000010277",56,53,15,15,94,11,45,52,0,49,0,24,38,9,21,22,55,73,45,6,30,48,24,15,7,25,25,58,14,0,28,17,37,5,20,9,26,79
"ENSMUSG00000010453",99,59,51,29,100,36,100,63,6,133,25,33,54,16,66,43,55,73,17,69,70,59,37,21,20,59,34,82,27,14,32,84,78,43,79,59,36,120
"ENSMUSG00000010554",1,6,9,3,2,11,2,2,10,0,0,2,9,7,0,3,2,4,1,14,4,0,2,10,12,5,14,0,0,26,13,3,2,10,4,2,0,1
"ENSMUSG00000010601",3,0,0,0,5,2,0,1,0,3,5,4,1,0,5,2,4,4,7,0,0,6,0,0,0,0,0,4,6,0,0,3,3,5,0,7,2,8
"ENSMUSG00000010608",49,83,124,96,88,79,170,134,61,82,78,162,224,167,132,129,134,118,162,98,68,111,244,202,42,102,131,164,166,43,113,42,115,137,57,113,230,132
"ENSMUSG00000011034",0,4,2,3,5,5,0,1,0,3,7,4,1,5,6,2,0,5,1,6,4,8,0,0,7,3,9,5,1,6,9,0,2,0,13,4,4,14
"ENSMUSG00000011114",9,10,4,12,15,0,4,11,0,11,7,9,3,11,2,4,9,11,14,3,0,12,14,8,5,10,11,0,10,20,4,11,8,10,11,20,0,5
"ENSMUSG00000011831",8,0,8,5,1,2,6,4,3,4,2,2,6,9,5,4,1,1,3,3,10,0,0,0,10,0,7,4,1,0,4,6,3,5,20,7,2,1
"ENSMUSG00000011884",13,14,0,29,12,0,6,9,0,6,0,5,18,9,10,15,13,9,8,6,0,8,7,13,2,0,7,0,3,6,0,14,13,5,0,4,40,0
"ENSMUSG00000011958",14,4,4,3,8,2,25,17,3,4,18,13,23,7,12,34,14,18,7,0,20,15,19,0,12,10,18,15,10,0,6,8,13,14,4,4,2,18
"ENSMUSG00000011960",15,18,15,20,31,14,25,30,0,20,12,24,24,14,11,62,25,23,13,6,10,30,14,17,10,14,14,15,20,6,17,6,21,22,17,4,18,19
"ENSMUSG00000012114",3,2,8,5,3,7,1,7,0,0,5,2,3,5,1,3,5,3,4,3,0,3,9,12,5,6,4,5,6,11,8,3,1,5,7,4,4,8
"ENSMUSG00000012350",58,22,17,15,28,14,36,57,3,30,48,45,23,14,18,21,23,32,36,9,8,59,7,25,10,30,23,32,7,6,19,22,40,29,20,28,4,47
"ENSMUSG00000012422",5,8,8,3,6,2,0,5,0,4,11,7,12,7,5,8,3,6,2,6,4,4,2,10,5,5,4,2,7,11,4,3,1,5,4,0,0,2
"ENSMUSG00000012429",8,0,2,2,2,18,6,3,3,4,0,4,3,2,2,2,0,5,1,3,0,1,5,0,5,3,9,1,7,3,4,6,4,5,4,0,0,1
"ENSMUSG00000012535",3,2,6,7,9,7,9,3,6,3,9,4,10,5,12,6,1,5,3,6,4,9,3,0,25,6,7,10,6,9,2,8,6,2,0,17,4,6
"ENSMUSG00000012609",10,4,4,12,1,5,2,2,13,7,7,15,8,9,2,4,76,3,2,9,8,6,14,12,37,5,11,4,7,9,2,8,4,2,17,4,4,4
"ENSMUSG00000013338",5,2,6,13,9,2,3,12,16,3,7,2,12,14,4,6,13,13,19,17,0,15,0,25,2,8,0,0,9,0,11,0,21,0,2,0,0,1
"ENSMUSG00000013418",3,0,0,0,2,0,2,5,6,6,4,7,9,0,0,4,3,4,9,6,0,8,0,6,5,6,5,2,0,0,0,0,3,0,0,7,0,5
"ENSMUSG00000013643",30,22,24,17,50,18,36,30,16,16,7,7,31,18,42,16,19,30,47,26,30,33,14,4,2,37,9,46,22,9,21,0,18,5,0,9,20,24
"ENSMUSG00000013653",0,0,0,0,5,0,2,2,3,4,0,0,3,0,2,4,1,1,7,0,0,4,2,10,0,6,0,0,0,0,0,6,3,0,0,0,14,0
"ENSMUSG00000013662",4,2,11,3,11,2,4,5,0,0,2,4,3,0,5,2,7,1,7,0,2,5,0,8,5,2,2,4,0,3,2,3,1,2,2,4,8,5
"ENSMUSG00000013663",15,24,19,15,25,7,25,20,10,14,28,20,31,16,13,44,16,27,10,9,20,13,12,19,2,13,9,6,4,3,6,17,26,2,0,15,26,15
"ENSMUSG00000013736",3,4,4,0,3,0,2,8,0,3,4,0,4,5,2,5,7,9,0,0,0,5,0,2,2,2,4,1,0,0,0,0,7,5,7,0,4,14
"ENSMUSG00000014077",21,12,8,13,32,14,17,23,13,23,4,15,13,14,12,32,26,29,23,12,12,21,16,8,17,11,4,5,17,9,11,17,32,0,11,4,22,8
"ENSMUSG00000014195",38,16,26,8,113,25,31,40,0,42,7,22,12,20,23,38,46,45,36,20,40,50,26,21,7,33,18,26,41,0,19,25,30,14,13,15,14,33
"ENSMUSG00000014313",4,10,8,8,8,0,2,4,0,6,9,11,3,0,4,3,12,6,11,0,24,7,5,23,0,2,4,12,6,14,4,6,3,2,2,4,4,14
